bins	query	target_gene	gene_name	bins phylum	bins abundance
KW1-S08_89	KW1-S08_89_cg18_1	9.A.8	FeoB	Proteobacteria	0.256331371
KW1-S08_89	KW1-S08_89_cg403_6	9.A.8	FeoB	Proteobacteria	0.256331371
KW1-S08_24	KW1-S08_24_cg650_5	9.A.8	FeoB	Verrucomicrobiota	0.1502044
KW1-S11_156	KW1-S11_156_cg11_2	9.A.8	FeoB	Acidobacteriota	0.230362164
KW1-S08_133	KW1-S08_133_cg158_18	9.A.8	FeoB	Bacteroidota	0.370033516
KW1-S08_133	KW1-S08_133_cg158_20	9.A.8	FeoB	Bacteroidota	0.370033516
KW1-S15_293	KW1-S15_293_cg173_3	9.A.8	FeoB	Proteobacteria	2.563677914
KW1-S08_227	KW1-S08_227_cg608_1	9.A.8	FeoB	Planctomycetota	0.436714834
A5-S04_131	A5-S04_131_cg90_1	9.A.8	FeoB	Planctomycetota	0.265482666
KW1-S21_174	KW1-S21_174_cg203_1	9.A.8	FeoB	Planctomycetota	0.300195743
KW1-S15_215	KW1-S15_215_cg109_2	9.B.105	PbrBC	Chloroflexota	0.125078511
KW1-S08_233	KW1-S08_233_cg182_9	9.B.105	PbrBC	Chloroflexota	0.104121405
KW1-S15_96	KW1-S15_96_cg207_5	9.B.105	PbrBC	Proteobacteria	0.211919719
KW1-S15_2	KW1-S15_2_cg93_2	9.B.105	PbrBC	Bacteroidota	0.25881706
KW1-S11_109	KW1-S11_109_cg33_12	9.B.105	PbrBC	Desulfobacterota_D	0.41297887
KW1-S15_188	KW1-S15_188_cg43_10	9.B.105	PbrBC	Tectomicrobia	0.83604275
A5-S03_4	A5-S03_4_cg39_16	9.B.105	PbrBC	Desulfobacterota_D	0.41339651
KW1-S21_271	KW1-S21_271_cg104_3	9.B.105	PbrBC	Desulfobacterota_D	0.400053411
KW1-S05_148	KW1-S05_148_cg45_5	9.B.105	PbrBC	Desulfobacterota_D	0.425532171
KW1-S08_268	KW1-S08_268_cg138_12	9.B.105	PbrBC	Tectomicrobia	0.926897809
KW1-S15_266	KW1-S15_266_cg205_3	9.B.105	PbrBC	Desulfobacterota_D	0.43531638
A5-S04_22	A5-S04_22_cg167_13	9.B.105	PbrBC	Desulfobacterota_D	0.40288394
KW1-S08_226	KW1-S08_226_cg110_3	9.B.105	PbrBC	Desulfobacterota_D	0.402511216
KW1-S05_58	KW1-S05_58_cg102_5	9.B.105	PbrBC	Proteobacteria	0.230811317
KW1-S15_135	KW1-S15_135_cg149_4	9.B.105	PbrBC	Proteobacteria	0.224710204
KW1-S21_242	KW1-S21_242_cg307_9	9.B.105	PbrBC	Proteobacteria	0.231691679
KW1-S05_45	KW1-S05_45_cg1_7	9.B.105	PbrBC	Methylomirabilota	5.157189414
KW1-S21_260	KW1-S21_260_cg100_5	9.B.105	PbrBC	Proteobacteria	0.243632343
KW1-S15_187	KW1-S15_187_cg6_15	9.B.105	PbrBC	Myxococcota_A	0.32033485
KW1-S15_187	KW1-S15_187_cg296_6	9.B.105	PbrBC	Myxococcota_A	0.32033485
A5-S03_29	A5-S03_29_cg165_3	9.B.105	PbrBC	Proteobacteria	5.912903529
KW1-S15_8	KW1-S15_8_cg299_2	9.B.105	PbrBC	Proteobacteria	0.503847403
A5-S04_220	A5-S04_220_cg80_4	9.B.105	PbrBC	Proteobacteria	0.247000614
KW1-S05_43	KW1-S05_43_cg125_4	9.B.105	PbrBC	Myxococcota_A	0.235256853
KW1-S21_141	KW1-S21_141_cg31_2	9.B.105	PbrBC	Proteobacteria	0.65511743
KW1-S21_193	KW1-S21_193_cg220_3	9.B.105	PbrBC	Gemmatimonadota	0.630529146
KW1-S11_124	KW1-S11_124_cg306_4	9.B.105	PbrBC	Proteobacteria	0.18954842
KW1-S15_23	KW1-S15_23_cg251_5	9.B.105	PbrBC	Proteobacteria	0.188993937
KW1-S11_145	KW1-S11_145_cg100_20	9.B.105	PbrBC	Proteobacteria	0.172071763
KW1-S21_238	KW1-S21_238_cg133_8	9.B.105	PbrBC	Proteobacteria	0.48662174
KW1-S21_138	KW1-S21_138_cg197_8	9.B.105	PbrBC	Proteobacteria	0.538949973
KW1-S11_81	KW1-S11_81_cg114_10	9.B.105	PbrBC	Proteobacteria	0.521556793
KW1-S15_114	KW1-S15_114_cg88_33	9.B.105	PbrBC	Planctomycetota	0.151523991
KW1-S15_234	KW1-S15_234_cg122_2	9.B.105	PbrBC	Proteobacteria	0.228959717
KW1-S11_176	KW1-S11_176_cg55_2	9.B.105	PbrBC	Proteobacteria	0.49031732
KW1-S15_218	KW1-S15_218_cg136_9	9.B.105	PbrBC	Nitrospirota	0.254122957
KW1-S15_72	KW1-S15_72_cg253_6	9.B.105	PbrBC	Proteobacteria	0.309811747
KW1-S05_110	KW1-S05_110_cg59_4	9.B.105	PbrBC	Proteobacteria	0.213011789
KW1-S11_125	KW1-S11_125_cg23_11	9.B.105	PbrBC	Proteobacteria	0.278560031
KW1-S21_27	KW1-S21_27_cg198_4	9.B.105	PbrBC	Proteobacteria	0.145856161
KW1-S08_186	KW1-S08_186_cg46_2	9.B.105	PbrBC	Proteobacteria	0.599157071
KW1-S15_98	KW1-S15_98_cg529_3	9.B.105	PbrBC	Proteobacteria	0.307551094
KW1-S21_231	KW1-S21_231_cg137_6	9.B.105	PbrBC	Proteobacteria	0.225042987
KW1-S08_46	KW1-S08_46_cg340_4	9.B.105	PbrBC	Proteobacteria	0.135284126
KW1-S15_75	KW1-S15_75_cg192_3	9.B.105	PbrBC	Proteobacteria	0.266347046
KW1-S15_16	KW1-S15_16_cg178_9	9.B.105	PbrBC	Proteobacteria	0.483535993
KW1-S08_155	KW1-S08_155_cg200_2	9.B.105	PbrBC	Proteobacteria	6.149914314
KW1-S11_120	KW1-S11_120_cg170_69	9.B.105	PbrBC	Proteobacteria	0.34623938
KW1-S08_192	KW1-S08_192_cg288_7	9.B.105	PbrBC	Desulfobacterota_B	0.271533373
KW1-S05_77	KW1-S05_77_cg52_7	9.B.105	PbrBC	Proteobacteria	0.200084434
KW1-S11_99	KW1-S11_99_cg94_2	9.B.105	PbrBC	Proteobacteria	0.144489618
A5-S04_33	A5-S04_33_cg325_2	9.B.105	PbrBC	Proteobacteria	0.31651019
A5-S04_33	A5-S04_33_cg421_6	9.B.105	PbrBC	Proteobacteria	0.31651019
A5-S03_163	A5-S03_163_cg191_10	9.B.105	PbrBC	Proteobacteria	0.58112905
KW1-S15_115	KW1-S15_115_cg13_3	9.B.105	PbrBC	Krumholzibacteriota	0.188126221
A5-S03_100	A5-S03_100_cg27_2	9.B.105	PbrBC	Proteobacteria	0.5208484
KW1-S21_28	KW1-S21_28_cg84_3	9.B.105	PbrBC	Proteobacteria	0.485937491
A5-S03_30	A5-S03_30_cg329_4	9.B.105	PbrBC	Actinobacteriota	2.320727171
A5-S04_79	A5-S04_79_cg152_2	9.B.105	PbrBC	Proteobacteria	0.318607914
A5-S04_114	A5-S04_114_cg178_7	9.B.105	PbrBC	Proteobacteria	0.645045786
KW1-S05_85	KW1-S05_85_cg295_2	9.B.105	PbrBC	Proteobacteria	0.349193537
KW1-S08_280	KW1-S08_280_cg193_2	9.B.105	PbrBC	Myxococcota_A	0.242426154
KW1-S15_149	KW1-S15_149_cg716_5	9.B.105	PbrBC	Proteobacteria	0.160014541
A5-S03_156	A5-S03_156_cg434_2	9.B.105	PbrBC	Proteobacteria	0.294276124
KW1-S08_198	KW1-S08_198_cg301_5	9.B.105	PbrBC	Proteobacteria	0.388910899
A5-S03_18	A5-S03_18_cg11_5	9.B.105	PbrBC	Myxococcota_A	0.260539826
A5-S03_18	A5-S03_18_cg180_6	9.B.105	PbrBC	Myxococcota_A	0.260539826
KW1-S08_89	KW1-S08_89_cg533_3	9.B.105	PbrBC	Proteobacteria	0.256331371
KW1-S21_115	KW1-S21_115_cg164_3	9.B.105	PbrBC	Proteobacteria	0.395452669
KW1-S21_115	KW1-S21_115_cg393_3	9.B.105	PbrBC	Proteobacteria	0.395452669
KW1-S11_87	KW1-S11_87_cg211_15	9.B.105	PbrBC	Gemmatimonadota	0.335534167
KW1-S11_18	KW1-S11_18_cg346_9	9.B.105	PbrBC	Proteobacteria	4.191198671
KW1-S08_62	KW1-S08_62_cg215_4	9.B.105	PbrBC	Proteobacteria	0.217866324
KW1-S05_82	KW1-S05_82_cg3_14	9.B.105	PbrBC	Proteobacteria	1.940370957
KW1-S05_12	KW1-S05_12_cg95_9	9.B.105	PbrBC	Proteobacteria	0.508929817
KW1-S05_12	KW1-S05_12_cg152_6	9.B.105	PbrBC	Proteobacteria	0.508929817
A5-S04_155	A5-S04_155_cg203_2	9.B.105	PbrBC	Proteobacteria	0.488820379
KW1-S08_24	KW1-S08_24_cg735_4	9.B.105	PbrBC	Verrucomicrobiota	0.1502044
KW1-S21_82	KW1-S21_82_cg155_3	9.B.105	PbrBC	Proteobacteria	0.247573133
KW1-S08_12	KW1-S08_12_cg246_7	9.B.105	PbrBC	Proteobacteria	0.44676975
KW1-S08_17	KW1-S08_17_cg169_3	9.B.105	PbrBC	Proteobacteria	0.159164767
A5-S04_105	A5-S04_105_cg280_2	9.B.105	PbrBC	Proteobacteria	0.196605762
KW1-S08_89	KW1-S08_89_cg74_2	9.B.158	CutC	Proteobacteria	0.256331371
KW1-S08_236	KW1-S08_236_cg417_2	9.B.62	CopD	Bacteroidota	0.220492649
KW1-S15_215	KW1-S15_215_cg94_18	9.B.62	CopD	Chloroflexota	0.125078511
KW1-S21_73	KW1-S21_73_cg17_4	9.B.62	CopD	Chloroflexota	0.110486527
KW1-S21_197	KW1-S21_197_cg25_21	9.B.62	CopD	Chloroflexota	0.363851073
KW1-S05_112	KW1-S05_112_cg126_8	9.B.62	CopD	Chloroflexota	0.310899793
A5-S04_136	A5-S04_136_cg390_4	9.B.62	CopD	Chloroflexota	0.302968297
KW1-S21_27	KW1-S21_27_cg457_4	aioA	AioA	Proteobacteria	0.145856161
KW1-S08_155	KW1-S08_155_cg56_3	aioA	AioA	Proteobacteria	6.149914314
KW1-S21_27	KW1-S21_27_cg457_3	aioB	AioB	Proteobacteria	0.145856161
KW1-S08_174	KW1-S08_174_cg97_1	arsC	ArsC	Acidobacteriota	0.092089279
KW1-S05_43	KW1-S05_43_cg532_6	arsC	ArsC	Myxococcota_A	0.235256853
A5-S04_112	A5-S04_112_cg52_4	arsC	ArsC	Gemmatimonadota	0.186611123
KW1-S21_32	KW1-S21_32_cg196_36	arsC	ArsC	Gemmatimonadota	0.352226454
KW1-S08_222	KW1-S08_222_cg97_6	arsC	ArsC	Bacteroidota	0.150504472
KW1-S11_89	KW1-S11_89_cg294_9	arsC	ArsC	Acidobacteriota	0.093538324
A5-S03_4	A5-S03_4_cg156_4	arsC	ArsC	Desulfobacterota_D	0.41339651
KW1-S21_271	KW1-S21_271_cg118_4	arsC	ArsC	Desulfobacterota_D	0.400053411
KW1-S05_148	KW1-S05_148_cg188_3	arsC	ArsC	Desulfobacterota_D	0.425532171
KW1-S15_183	KW1-S15_183_cg228_10	arsC	ArsC	Acidobacteriota	0.102070713
KW1-S08_251	KW1-S08_251_cg61_3	arsC	ArsC	Acidobacteriota	0.218893764
KW1-S21_160	KW1-S21_160_cg190_3	arsC	ArsC	Acidobacteriota	0.088854504
KW1-S15_266	KW1-S15_266_cg12_11	arsC	ArsC	Desulfobacterota_D	0.43531638
KW1-S15_41	KW1-S15_41_cg145_6	arsC	ArsC	Myxococcota_A	0.21241194
A5-S04_22	A5-S04_22_cg157_1	arsC	ArsC	Desulfobacterota_D	0.40288394
KW1-S08_280	KW1-S08_280_cg58_6	arsC	ArsC	Myxococcota_A	0.242426154
KW1-S08_226	KW1-S08_226_cg208_5	arsC	ArsC	Desulfobacterota_D	0.402511216
KW1-S08_133	KW1-S08_133_cg15_15	arsC	ArsC	Bacteroidota	0.370033516
KW1-S15_114	KW1-S15_114_cg55_13	arsC	ArsC	Planctomycetota	0.151523991
A5-S03_6	A5-S03_6_cg372_4	arsC	ArsC	Acidobacteriota	0.346847489
KW1-S15_197	KW1-S15_197_cg118_4	arsC	ArsC	Acidobacteriota	0.464666561
KW1-S21_196	KW1-S21_196_cg81_11	arsC	ArsC	Acidobacteriota	0.480650736
A5-S03_71	A5-S03_71_cg115_6	arsC	ArsC	Methylomirabilota	1.237084743
KW1-S05_45	KW1-S05_45_cg39_63	arsC	ArsC	Methylomirabilota	5.157189414
KW1-S05_45	KW1-S05_45_cg79_11	arsC	ArsC	Methylomirabilota	5.157189414
KW1-S15_115	KW1-S15_115_cg239_9	arsC	ArsC	Krumholzibacteriota	0.188126221
KW1-S11_87	KW1-S11_87_cg255_23	arsC	ArsC	Gemmatimonadota	0.335534167
KW1-S15_200	KW1-S15_200_cg717_2	arsC	ArsC	Planctomycetota	0.198235249
A5-S04_18	A5-S04_18_cg364_4	arsC	ArsC	Acidobacteriota	0.199671379
KW1-S11_180	KW1-S11_180_cg11_4	arsC	ArsC	Acidobacteriota	0.421277266
A5-S04_30	A5-S04_30_cg72_10	arsC	ArsC	Nitrospinota	0.8136465
KW1-S08_28	KW1-S08_28_cg695_4	arsC	ArsC	Poribacteria	0.179044687
KW1-S11_156	KW1-S11_156_cg184_6	arsC	ArsC	Acidobacteriota	0.230362164
KW1-S15_188	KW1-S15_188_cg63_4	arsC	ArsC	Tectomicrobia	0.83604275
KW1-S15_188	KW1-S15_188_cg148_6	arsC	ArsC	Tectomicrobia	0.83604275
KW1-S08_134	KW1-S08_134_cg425_2	arsC	ArsC	Planctomycetota	0.255114961
KW1-S08_268	KW1-S08_268_cg56_3	arsC	ArsC	Tectomicrobia	0.926897809
KW1-S15_112	KW1-S15_112_cg65_18	arsC	ArsC	Latescibacterota	0.19547142
KW1-S11_180	KW1-S11_180_cg399_1	arsC	ArsC	Acidobacteriota	0.421277266
A5-S04_125	A5-S04_125_cg98_3	arsC	ArsC	Nitrospinota	0.915304349
KW1-S15_2	KW1-S15_2_cg179_8	arsC	ArsC	Bacteroidota	0.25881706
A5-S03_93	A5-S03_93_cg464_4	arsC	ArsC	Acidobacteriota	0.441840494
KW1-S05_82	KW1-S05_82_cg165_12	arsC	ArsC	Proteobacteria	1.940370957
KW1-S05_81	KW1-S05_81_cg205_9	arsC	ArsC	Planctomycetota	0.782253657
KW1-S05_127	KW1-S05_127_cg220_6	arsC	ArsC	Desulfobacterota_B	0.923471411
KW1-S15_126	KW1-S15_126_cg32_5	arsC	ArsC	Desulfobacterota_B	0.830950853
A5-S03_6	A5-S03_6_cg315_1	arsC	ArsC	Acidobacteriota	0.346847489
A5-S04_119	A5-S04_119_cg142_5	arsC	ArsC	Desulfobacterota_B	0.92977853
A5-S03_104	A5-S03_104_cg549_5	arsC	ArsC	Desulfobacterota_B	0.964189563
KW1-S21_231	KW1-S21_231_cg214_14	chrR(yieF)	ChrR	Proteobacteria	0.225042987
KW1-S11_146	KW1-S11_146_cg16_2	chrR(yieF)	ChrR	Proteobacteria	2.729152986
KW1-S15_96	KW1-S15_96_cg260_7	chrR(yieF)	ChrR	Proteobacteria	0.211919719
KW1-S15_72	KW1-S15_72_cg522_4	chrR(yieF)	ChrR	Proteobacteria	0.309811747
A5-S04_79	A5-S04_79_cg528_4	chrR(yieF)	ChrR	Proteobacteria	0.318607914
A5-S04_77	A5-S04_77_cg84_14	chrR(yieF)	ChrR	SAR324	0.072210886
KW1-S05_141	KW1-S05_141_cg256_5	chrR(yieF)	ChrR	SAR324	0.076622328
KW1-S15_132	KW1-S15_132_cg434_2	chrR(yieF)	ChrR	Proteobacteria	0.139503802
KW1-S08_229	KW1-S08_229_cg368_1	chrR(yieF)	ChrR	SAR324	0.071125272
KW1-S21_144	KW1-S21_144_cg44_6	chrR(yieF)	ChrR	SAR324	0.075586438
KW1-S08_251	KW1-S08_251_cg432_6	chrR(yieF)	ChrR	Acidobacteriota	0.218893764
KW1-S15_115	KW1-S15_115_cg38_9	chrR(yieF)	ChrR	Krumholzibacteriota	0.188126221
KW1-S11_15	KW1-S11_15_cg219_4	chrR(yieF)	ChrR	SAR324	0.076138432
KW1-S15_117	KW1-S15_117_cg140_15	chrR(yieF)	ChrR	SAR324	0.078088514
A5-S03_23	A5-S03_23_cg120_1	chrR(yieF)	ChrR	SAR324	0.074032541
KW1-S11_156	KW1-S11_156_cg126_2	chrR(yieF)	ChrR	Acidobacteriota	0.230362164
KW1-S08_200	KW1-S08_200_cg255_5	chrR(yieF)	ChrR	Planctomycetota	0.292582826
KW1-S21_197	KW1-S21_197_cg240_2	chrR(yieF)	ChrR	Chloroflexota	0.363851073
KW1-S15_31	KW1-S15_31_cg209_5	chrR(yieF)	ChrR	Planctomycetota	0.283034669
KW1-S11_163	KW1-S11_163_cg171_7	chrR(yieF)	ChrR	Planctomycetota	0.306985803
A5-S04_131	A5-S04_131_cg136_5	chrR(yieF)	ChrR	Planctomycetota	0.265482666
A5-S03_30	A5-S03_30_cg403_2	cotA	CotA	Actinobacteriota	2.320727171
KW1-S11_65	KW1-S11_65_cg233_5	CueO	CueO	Bacteroidota	0.161869829
KW1-S08_213	KW1-S08_213_cg16_9	CueO	CueO	Actinobacteriota	0.241876276
KW1-S15_132	KW1-S15_132_cg501_4	CueO	CueO	Proteobacteria	0.139503802
KW1-S05_59	KW1-S05_59_cg278_7	CueO	CueO	Actinobacteriota	0.267224739
KW1-S15_149	KW1-S15_149_cg326_2	CueO	CueO	Proteobacteria	0.160014541
A5-S04_226	A5-S04_226_cg79_1	CueO	CueO	Actinobacteriota	0.272323164
KW1-S11_179	KW1-S11_179_cg22_3	CueO	CueO	Actinobacteriota	0.321392209
KW1-S11_179	KW1-S11_179_cg119_1	CueO	CueO	Actinobacteriota	0.321392209
KW1-S08_236	KW1-S08_236_cg284_2	CueO	CueO	Bacteroidota	0.220492649
A5-S03_93	A5-S03_93_cg510_2	Cyc2_repCluster3	Cyc2	Acidobacteriota	0.441840494
A5-S03_93	A5-S03_93_cg3_1	Cyc2_repCluster3	Cyc2	Acidobacteriota	0.441840494
KW1-S11_190	KW1-S11_190_cg155_6	Cyc2_repCluster3	Cyc2	Gemmatimonadota	0.312577214
KW1-S15_279	KW1-S15_279_cg253_2	Cyc2_repCluster3	Cyc2	Acidobacteriota	0.258526741
KW1-S15_114	KW1-S15_114_cg191_11	Cyc2_repCluster3	Cyc2	Planctomycetota	0.151523991
KW1-S11_180	KW1-S11_180_cg57_4	Cyc2_repCluster3	Cyc2	Acidobacteriota	0.421277266
KW1-S15_197	KW1-S15_197_cg412_10	Cyc2_repCluster3	Cyc2	Acidobacteriota	0.464666561
A5-S03_68	A5-S03_68_cg494_3	CymA	CymA	Proteobacteria	4.440532729
KW1-S15_144	KW1-S15_144_cg13_2	DmkA	DmkA	Thermoproteota	0.670466961
KW1-S21_144	KW1-S21_144_cg215_13	DmkA	DmkA	SAR324	0.075586438
A5-S03_30	A5-S03_30_cg323_5	DmkA	DmkA	Actinobacteriota	2.320727171
A5-S04_136	A5-S04_136_cg178_4	DmkA	DmkA	Chloroflexota	0.302968297
A5-S03_147	A5-S03_147_cg194_3	DmkA	DmkA	Actinobacteriota	0.314260634
KW1-S21_52	KW1-S21_52_cg95_5	DmkA	DmkA	Bacteroidota	0.154834449
KW1-S08_242	KW1-S08_242_cg437_4	DmkA	DmkA	Bacteroidota	0.151103031
KW1-S08_229	KW1-S08_229_cg272_15	DmkA	DmkA	SAR324	0.071125272
KW1-S21_168	KW1-S21_168_cg128_1	DmkA	DmkA	Tectomicrobia	0.197764756
KW1-S15_187	KW1-S15_187_cg457_14	DmkA	DmkA	Myxococcota_A	0.32033485
A5-S04_70	A5-S04_70_cg267_3	DmkA	DmkA	Bacteroidota	0.148820884
KW1-S08_30	KW1-S08_30_cg168_2	DmkA	DmkA	Chloroflexota	0.318359236
KW1-S11_42	KW1-S11_42_cg6_3	DmkA	DmkA	Actinobacteriota	0.327662699
A5-S04_112	A5-S04_112_cg137_3	DmkA	DmkA	Gemmatimonadota	0.186611123
KW1-S21_123	KW1-S21_123_cg199_3	DmkA	DmkA	Gemmatimonadota	0.183671597
KW1-S15_117	KW1-S15_117_cg225_2	DmkA	DmkA	SAR324	0.078088514
A5-S04_119	A5-S04_119_cg284_2	DmkA	DmkA	Desulfobacterota_B	0.92977853
KW1-S05_127	KW1-S05_127_cg292_2	DmkA	DmkA	Desulfobacterota_B	0.923471411
KW1-S11_15	KW1-S11_15_cg378_15	DmkA	DmkA	SAR324	0.076138432
KW1-S08_236	KW1-S08_236_cg225_1	DmkA	DmkA	Bacteroidota	0.220492649
A5-S03_104	A5-S03_104_cg65_3	DmkA	DmkA	Desulfobacterota_B	0.964189563
KW1-S11_24	KW1-S11_24_cg60_8	DmkA	DmkA	SAR324	0.305641044
A5-S03_23	A5-S03_23_cg344_2	DmkA	DmkA	SAR324	0.074032541
A5-S04_77	A5-S04_77_cg384_14	DmkA	DmkA	SAR324	0.072210886
A5-S03_18	A5-S03_18_cg223_3	DmkA	DmkA	Myxococcota_A	0.260539826
KW1-S05_141	KW1-S05_141_cg404_5	DmkA	DmkA	SAR324	0.076622328
KW1-S21_73	KW1-S21_73_cg27_1	DmkB	DmkB	Chloroflexota	0.110486527
KW1-S08_208	KW1-S08_208_cg25_7	DmkB	DmkB	Thermoproteota	0.213035727
KW1-S15_144	KW1-S15_144_cg50_4	DmkB	DmkB	Thermoproteota	0.670466961
KW1-S15_144	KW1-S15_144_cg7_25	DmkB	DmkB	Thermoproteota	0.670466961
KW1-S21_32	KW1-S21_32_cg171_20	DmkB	DmkB	Gemmatimonadota	0.352226454
KW1-S21_32	KW1-S21_32_cg208_12	DmkB	DmkB	Gemmatimonadota	0.352226454
KW1-S15_115	KW1-S15_115_cg233_6	DmkB	DmkB	Krumholzibacteriota	0.188126221
KW1-S15_115	KW1-S15_115_cg172_12	DmkB	DmkB	Krumholzibacteriota	0.188126221
KW1-S21_144	KW1-S21_144_cg145_4	DmkB	DmkB	SAR324	0.075586438
KW1-S21_196	KW1-S21_196_cg48_11	DmkB	DmkB	Acidobacteriota	0.480650736
KW1-S11_81	KW1-S11_81_cg114_2	DmkB	DmkB	Proteobacteria	0.521556793
KW1-S15_14	KW1-S15_14_cg159_5	DmkB	DmkB	Planctomycetota	0.207537474
KW1-S11_103	KW1-S11_103_cg13_3	DmkB	DmkB	Acidobacteriota	0.234421643
KW1-S08_268	KW1-S08_268_cg143_7	DmkB	DmkB	Tectomicrobia	0.926897809
KW1-S08_268	KW1-S08_268_cg140_4	DmkB	DmkB	Tectomicrobia	0.926897809
A5-S04_200	A5-S04_200_cg65_3	DmkB	DmkB	Proteobacteria	0.945031543
A5-S04_136	A5-S04_136_cg308_1	DmkB	DmkB	Chloroflexota	0.302968297
A5-S04_136	A5-S04_136_cg384_6	DmkB	DmkB	Chloroflexota	0.302968297
KW1-S08_222	KW1-S08_222_cg213_3	DmkB	DmkB	Bacteroidota	0.150504472
KW1-S08_222	KW1-S08_222_cg218_11	DmkB	DmkB	Bacteroidota	0.150504472
KW1-S05_112	KW1-S05_112_cg119_9	DmkB	DmkB	Chloroflexota	0.310899793
KW1-S05_112	KW1-S05_112_cg41_8	DmkB	DmkB	Chloroflexota	0.310899793
KW1-S08_242	KW1-S08_242_cg242_2	DmkB	DmkB	Bacteroidota	0.151103031
KW1-S08_233	KW1-S08_233_cg17_2	DmkB	DmkB	Chloroflexota	0.104121405
A5-S04_18	A5-S04_18_cg445_6	DmkB	DmkB	Acidobacteriota	0.199671379
KW1-S08_229	KW1-S08_229_cg245_3	DmkB	DmkB	SAR324	0.071125272
KW1-S21_168	KW1-S21_168_cg551_1	DmkB	DmkB	Tectomicrobia	0.197764756
A5-S03_163	A5-S03_163_cg191_2	DmkB	DmkB	Proteobacteria	0.58112905
KW1-S15_72	KW1-S15_72_cg254_9	DmkB	DmkB	Proteobacteria	0.309811747
KW1-S15_72	KW1-S15_72_cg342_17	DmkB	DmkB	Proteobacteria	0.309811747
KW1-S21_174	KW1-S21_174_cg99_17	DmkB	DmkB	Planctomycetota	0.300195743
KW1-S21_174	KW1-S21_174_cg20_6	DmkB	DmkB	Planctomycetota	0.300195743
KW1-S21_141	KW1-S21_141_cg132_5	DmkB	DmkB	Proteobacteria	0.65511743
KW1-S15_227	KW1-S15_227_cg15_7	DmkB	DmkB	Thermoproteota	0.207153977
KW1-S08_198	KW1-S08_198_cg301_13	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg165_1	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg158_93	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg90_1	DmkB	DmkB	Proteobacteria	0.388910899
KW1-S21_189	KW1-S21_189_cg671_2	DmkB	DmkB	Proteobacteria	0.150738168
KW1-S15_279	KW1-S15_279_cg148_5	DmkB	DmkB	Acidobacteriota	0.258526741
KW1-S15_279	KW1-S15_279_cg215_20	DmkB	DmkB	Acidobacteriota	0.258526741
KW1-S15_114	KW1-S15_114_cg57_21	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg9_20	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg97_2	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg144_12	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_114	KW1-S15_114_cg189_1	DmkB	DmkB	Planctomycetota	0.151523991
KW1-S15_16	KW1-S15_16_cg178_17	DmkB	DmkB	Proteobacteria	0.483535993
KW1-S08_134	KW1-S08_134_cg516_3	DmkB	DmkB	Planctomycetota	0.255114961
KW1-S08_134	KW1-S08_134_cg152_3	DmkB	DmkB	Planctomycetota	0.255114961
KW1-S15_187	KW1-S15_187_cg18_11	DmkB	DmkB	Myxococcota_A	0.32033485
KW1-S15_211	KW1-S15_211_cg267_9	DmkB	DmkB	Planctomycetota	0.151857809
KW1-S15_211	KW1-S15_211_cg442_3	DmkB	DmkB	Planctomycetota	0.151857809
KW1-S08_17	KW1-S08_17_cg73_5	DmkB	DmkB	Proteobacteria	0.159164767
KW1-S08_17	KW1-S08_17_cg352_10	DmkB	DmkB	Proteobacteria	0.159164767
A5-S03_6	A5-S03_6_cg461_1	DmkB	DmkB	Acidobacteriota	0.346847489
A5-S04_70	A5-S04_70_cg258_3	DmkB	DmkB	Bacteroidota	0.148820884
KW1-S21_6	KW1-S21_6_cg187_4	DmkB	DmkB	Desulfobacterota_B	0.807535986
KW1-S08_237	KW1-S08_237_cg320_6	DmkB	DmkB	Planctomycetota	0.203033689
KW1-S05_124	KW1-S05_124_cg264_1	DmkB	DmkB	SAR324	0.294255926
KW1-S05_124	KW1-S05_124_cg256_3	DmkB	DmkB	SAR324	0.294255926
KW1-S05_124	KW1-S05_124_cg16_4	DmkB	DmkB	SAR324	0.294255926
KW1-S08_30	KW1-S08_30_cg76_1	DmkB	DmkB	Chloroflexota	0.318359236
KW1-S15_97	KW1-S15_97_cg37_4	DmkB	DmkB	Planctomycetota	0.046552284
KW1-S11_157	KW1-S11_157_cg82_2	DmkB	DmkB	Thermoproteota	0.221560479
KW1-S11_157	KW1-S11_157_cg29_3	DmkB	DmkB	Thermoproteota	0.221560479
KW1-S11_65	KW1-S11_65_cg69_6	DmkB	DmkB	Bacteroidota	0.161869829
KW1-S11_65	KW1-S11_65_cg114_2	DmkB	DmkB	Bacteroidota	0.161869829
A5-S03_121	A5-S03_121_cg35_6	DmkB	DmkB	Planctomycetota	0.255972063
A5-S03_121	A5-S03_121_cg292_9	DmkB	DmkB	Planctomycetota	0.255972063
KW1-S05_53	KW1-S05_53_cg43_2	DmkB	DmkB	Proteobacteria	0.162283196
